Cepheid ID,Galaxy_ID,Period,Apparent Magnitude
XYZ688132,NGC4436,56.20950848972733,4.395282527094825
XYZ819204,NGC4379,5.726729944035561,30.222260809987812
XYZ589831,PGC039619,8.13036942080828,30.06014561759057
XYZ327693,PGC043108,3.6157391800895335,30.326898828244694
XYZ688142,NGC4621,5.612137381645422,30.468379421126023
XYZ425999,PGC040411,7.008517777794178,30.34922081987885
XYZ327704,PGC1346685,4.817046918298822,9.745811784381672
XYZ851996,PGC042001,5.186876402698904,30.297957264625985
XYZ262173,PGC039264,10.122918704747175,29.889317826329155
XYZ819235,PGC1165632,4.372270490767867,11.600393855007887
XYZ884772,PGC1620526,4.643756484650104,30.33728918323021
XYZ491558,NGC4497,11.263578903930702,29.550287330586983
XYZ294960,PGC039561,3.778927803283959,30.855955692750616
XYZ262202,NGC4259,5.813961900629799,30.29758386370318
XYZ950335,NGC4440,4.4205424484813305,30.34033710141339
XYZ131148,SDSSJ122243.57+052723.0,15.33525130670512,29.448347988926773
XYZ983118,PGC041571,4.386985429173922,30.450026751034912
XYZ917590,PGC039153,6.741405084640116,30.429482323174728
XYZ491611,PGC042982,16.34085092988078,29.465968510391853
XYZ884829,PGC040869,10.695805254560824,29.653653962616662
XYZ983141,DDO156,4.564881292470117,30.66162086272972
XYZ163944,NGC4200,4.191319326492052,30.5157825194677
XYZ360555,PGC043698,7.917353561627564,29.972804000295465
XYZ753775,UGC08056,4.482295353719815,30.372971074336235
XYZ360563,SDSSJ124420.88+060522.5,21.564504238778678,29.07129531581716
XYZ196726,PGC043698,12.48710136385096,29.510547127947547
XYZ655478,PGC041959,9.316528699943213,30.051216395904266
XYZ622714,[SDV2005]230,11.343936263679339,29.537966034258364
XYZ950401,PGC041942,11.264684498659078,29.59067294753299
XYZ852098,PGC038926,12.374607653158868,29.827284658491756
XYZ786564,PGC3090638,3.4581755000322505,30.71053432685827
XYZ786585,PGC1289492,8.042567790067283,30.080078402951905
XYZ360603,NGC4519,28.639068541696325,8.870378292669113
XYZ426141,IC3633,5.791503876233746,30.150935685095867
XYZ753825,PGC039164,4.356075886680086,30.561960027485416
XYZ557220,PGC041137,5.571454373468,30.1980389675308
XYZ819365,NGC4670,4.804934449333144,11.421650886907731
XYZ950438,PGC040574,4.51688477860257,11.592493243707306
XYZ688306,NGC4502,4.336080292243462,30.219960394726364
XYZ491705,PGC041695,6.349583384911137,29.98051861543313
XYZ983229,PGC042679,4.567096812667826,30.48016529856285
XYZ327871,SDSSJ124942.06+052922.2,1.5018154795169973,31.06154937392866
XYZ131264,PGC041840,6.0101671600231334,30.157672595259374
XYZ884928,PGC042257,2.742620812108427,30.623512379970233
XYZ622784,NGC4270,10.13923439527084,29.81221760443694
XYZ786629,PGC043211,2.7980470816096004,30.677583766512843
XYZ819398,PGC039561,8.755129594988594,30.1485581694151
XYZ524492,PGC1227738,4.531992163168937,30.1254111383066
XYZ884941,NGC4342,4.552830410343784,11.617260668671076
XYZ721104,NGC4394,6.854093628049217,30.307402480600032
XYZ164049,NGC4237,20.57676514781015,29.10444356152087
XYZ196818,PGC038859,7.490746359912956,30.226450567531753
XYZ393431,PGC041571,14.414970566000859,29.63907213253488
XYZ655577,SDSSJ124451.77+162505.5,12.095400248910783,29.835557706250633
XYZ819419,NGC4483,26.56085864153962,29.200020468712182
XYZ983259,PGC041631,37.335967841624345,28.638145659857656
XYZ852188,IC3032,10.285654299737798,29.847757747557697
XYZ983277,NGC4565,11.015152647794027,29.686882900726467
XYZ229613,PGC038113,9.851509662148636,29.704850407039558
XYZ688386,PGC1294753,81.088361448824,27.977779635902596
XYZ721161,NGC4571,16.268438131529376,29.678919898819686
XYZ131338,PGC042155,11.444287619639613,29.845882570450964
XYZ917772,PGC041027,1.373815780611534,31.189269650620336
XYZ131341,IC3806,7.2481786467692055,30.03882831213603
XYZ819470,PGC040083,18.748591384872853,29.30441673105342
XYZ524563,PGC038899,6.3238370239392,30.004909550786255
XYZ426267,NGC4293,7.809234923299627,30.185733716087142
XYZ229675,PGC041835,5.449279000321833,8.85253933000758
XYZ360753,UGC07642,10.494587502569196,29.89881903649963
XYZ196915,PGC1117977,2.0645395512091045,8.79608425398763
XYZ196917,IC3383,1.7554759534960758,31.201465286120975
XYZ164151,NGC4366,3.5224261539259665,30.608241822421085
XYZ688444,IC0800,11.130726176711608,29.707856365305343
XYZ688446,PGC039893,2.6287583973525734,30.746588269837908
XYZ229697,PGC039052,4.1022562027658225,30.574578332764858
XYZ459077,PGC041831,3.9448437731372996,30.79769917457695
XYZ688478,IC3066,6.08753599483488,30.073573497608077
XYZ459104,UGC07424,18.533439389991337,29.22487135709743
XYZ885093,PGC039620,1.5499311812477736,31.449924941999676
XYZ786798,PGC039488,4.069092370144418,30.47530256092491
XYZ622970,NGC4668,2.9997237174019955,30.698104329599158
XYZ950655,PGC043739,2.624000136415101,30.778847198851697
XYZ524675,PGC038771,13.900310342243454,29.6071800383083
XYZ164228,NGC4402,18.534939649722716,29.27566745683686
XYZ688517,IC3036,2.1384031052969097,31.013804225831876
XYZ688524,PGC039080,3.0551920840208537,30.89075532715495
XYZ688528,PGC1674681,6.341352668587291,10.599521823261128
XYZ229777,IC3292,28.810066065374816,29.051332617368953
XYZ426388,NGC4045,34.576028620286834,28.92167093905955
XYZ197015,PGC040739,3.955790511384248,30.430941330103614
XYZ524696,PGC041102,3.7397263823003195,30.508688363746963
XYZ721318,PGC042779,7.5471458356874885,30.272753591659882
XYZ983467,NGC4200,2.992528110652336,30.485330382335302
XYZ164271,NGC4049,4.575001689606035,30.07101505739347
XYZ557487,UGC08030,6.862622700085712,30.19357658726628
XYZ950705,NGC4591,18.95205725859159,29.334759819025034
XYZ688562,PGC3296254,2.984696253967878,30.778120728756143
XYZ623029,SDSSJ122431.27+062916.5,5.933278624407263,30.201897644784395
XYZ328118,NGC4754,9.25980272371603,30.04795079741162
XYZ655804,PGC135806,18.890810677192206,29.228723072928897
XYZ786877,SDSSJ123524.43+050253.8,3.526478461146976,30.694763904243267
XYZ164291,KDG130,1.2852807401876656,31.095677840570662
XYZ131536,PGC041336,3.958810537204439,12.87602045703948
XYZ786899,PGC1189866,7.243837993145438,29.798453738051577
XYZ393691,PGC040969,13.053075480917569,29.647660229692953
XYZ590302,NGC4636,4.509845066567208,30.52971963353685
XYZ229857,PGC041782,32.11461864562164,28.689234179202934
XYZ917987,UGC07596,10.951348835040948,29.838798779565135
XYZ459238,AGC232135,4.387110427590964,30.479707379496034
XYZ426477,NGC4624,15.329133775560454,29.403808613027117
XYZ721391,PGC040285,12.93367436975304,29.72561587239548
XYZ360954,PGC158230,2.6422636779861444,30.91190919165463
XYZ885244,PGC041918,13.534946006116597,29.69325247152113
XYZ983550,NGC4641,25.483051611014336,29.270591396727728
XYZ721412,NGC4624,6.28631232708009,30.12419281381985
XYZ164359,IC0782,5.791945918238827,30.48975005085871
XYZ492044,SDSSJ125703.47+092258.9,6.650140832874988,11.547345927478773
XYZ524816,PGC1140236,3.546376503638241,30.42044544392714
XYZ492051,PGC3294258,5.496470845359877,30.385146612886306
XYZ983582,PGC039985,11.90742220551031,29.97144261793469
XYZ819745,PGC042980,16.100066768742288,29.763861379542515
XYZ295459,PGC041544,5.797659647933831,30.270759554856323
XYZ524845,PGC040547,9.205873536402608,29.818250998496307
XYZ918074,PGC040235,3.631562975069409,30.517256169680095
XYZ426563,SDSSJ122155.85+174052.5,6.7321718755893,30.252748441848034
XYZ492105,KDG177,13.119805309816757,29.489480643344333
XYZ655946,PGC1126897,5.796147500723391,30.340261875901327
XYZ590413,PGC1097431,41.56327261843335,28.51292432891358
XYZ295502,PGC041391,8.285622347702317,29.872676411832806
XYZ754255,PGC040787,6.420015573185278,30.385160997083542
XYZ492112,IC3461,7.750089152913334,30.28207388417016
XYZ295507,NGC4396,10.297881277865098,29.6528310072865
XYZ819800,NGC4660,2.6361159814274253,30.81935292521778
XYZ721516,PGC041942,23.369034873626656,29.12292172921304
XYZ590444,PGC042193,13.139587149549538,29.68087500488278
XYZ459374,PGC039421,21.52049169780904,29.222054554334033
XYZ557685,NGC4551,5.177612155780673,11.085738093360266
XYZ230006,PGC041937,15.594759119959477,29.516506273134024
XYZ721534,UGC07421,1.988736805090952,31.173906536464276
XYZ623245,PGC5065931,9.199343300033979,29.806513505160197
XYZ426653,NGC4641,5.728843702342505,30.333119169445602
XYZ131744,PGC038837,4.480429872641707,30.449480683968282
XYZ656035,IC3066,7.115707405743992,30.02363388226482
XYZ623273,PGC1233057,2.6129146256403812,31.101112409947124
XYZ492208,PGC041191,29.622578144996233,29.00511926897979
XYZ688820,PGC041595,5.438084480610665,30.169445538815275
XYZ557749,PGC3292163,8.214533810314869,30.135166473262423
XYZ950967,PGC043119,29.538430688319178,28.778384769825383
XYZ524998,PGC042666,4.00485414779734,30.63826480060179
