SOURCE_ID,mean apparent magnitude,time period,parallax
5313185367659966720,12.351363,11.2067598038875,0.208351023960173
5313250548085699712,12.7186165,3.3549412495165454,0.1969354590919863
5256178232392037120,15.054192,2.844791330353688,0.1059857837781066
6734367261085169408,12.10632,14.073004562936674,0.1341082164296058
5846979704372502144,12.270158,23.142100275529263,0.1783530486058355
2161786374436607616,8.521427,14.712201123607702,0.7954258009301457
2162275240493961984,13.790371,3.950541306447907,0.11445771926701
5436296928693979392,9.19914,5.898398692509765,0.29453645986855
6060173364074372352,6.4713736,4.689797153353072,1.3245186501149808
2177714415280658944,12.890394,6.715363827592826,0.103089585076238
3351921532976862336,11.810929,4.978351712149982,0.2457412490512998
246611563239644544,11.70057,2.9891760055302035,0.2846724687110258
4096107909387492992,5.4751625,5.77342723824618,1.9748058176899157
4096140001386430080,9.862422,6.568678185874367,0.5028555821444272
618248555005833472,13.418394,1.3212029009952355,0.1730815386164357
3343252261748847104,12.52712,3.1499035729303198,0.1458353896964147
3344297935963515008,11.84995,4.909550393565273,0.1811357815886482
3344381567567275392,12.921536,3.5632219487315777,0.2903417469786584
5977688031780391680,13.130562,14.54917250253462,0.1981431831384709
5181126079750184704,12.827481,32.21379992911923,0.1294801164907263
5188379665334866176,12.896799,0.6219627800893595,0.3044809031297358
6716879292429356928,13.624377,3.336294049024275,0.1257878750311699
3349047375222899456,14.360163,3.0207573240969308,0.1684506025750327
3349130530085488896,13.440079,9.146335190896684,0.1765901142392508
5973016829661632128,14.04827,14.567090834695312,0.2967020365066691
4307944836090489600,9.388953,7.239183949361565,0.4871408889696159
4766643426242068992,9.934804,109.36362675060086,0.2462085597813289
1999252442448732288,9.3843355,12.13703117445177,0.3297081564266386
5882388209429065344,15.430481,4.863863692808613,0.214164680280816
4156450099578283776,8.931744,10.341812681083043,0.518476588932823
5901341693879664512,13.096196,20.460233348768377,0.1055631966151355
6070481457342308480,12.669732,1.9500460580502037,0.2333395275846963
4578416175261110400,12.282564,12.563448005829647,0.1606884080704922
5828480459918679936,9.684332,1.9460509397739736,1.016179433158956
4360377693711966592,14.760635,0.8116816724932249,0.2325231304271433
5329838158460391296,8.120997,9.550744745520666,0.4901800172379095
5329899043907713408,13.157577,11.919834937704923,0.1366508375940476
5329939274854213760,12.892878,5.875260735585085,0.1995071708666491
5329974119937794048,13.442748,3.139584196960457,0.1965172986770078
3425576270732293632,11.682473,2.6347163155921187,0.2842191010716965
5867251679452872192,13.059448,4.948229392878148,0.3152454451409572
5862711040048310528,11.361019,24.06233993979132,0.3087035723448256
6045677196574103296,12.437723,12.924674300469484,0.1924012160620717
2038365781911994112,9.877743,87.10130531782102,0.2131035079834364
5937099633141128448,9.741439,20.82078991102665,0.2062271353247607
2045359534871088384,10.468895,5.571901000797259,0.1269208893757185
4663665946029028608,15.690307,3.822894825121816,0.7252827756370915
4303770918113986304,9.761584,6.178911883435623,0.2131028810921367
4113644634448907648,11.952161,13.46008175367198,0.1631234655178025
2932101334643047680,12.697797,2.5577768400093976,0.1644443279969525
2932737092877188352,12.441177,3.1561815521519203,0.1253776344119735
4260210878780635904,11.081848,17.14244457957907,0.2407960674033373
4514869866387896192,10.836139,4.842823844141056,0.6045865453718644
6011444142566282496,12.6842575,7.598010092954408,0.2000974077213827
508592954709039488,15.913174,2.0102362996551,0.1660354574533032
508915489570374272,8.834319,14.788901159045958,0.3046891399217503
5334631376367030272,13.56354,6.575160661455796,0.11619161417379
5334675185024180864,11.988045,26.457295480651712,0.1603582357220881
5951683791503848832,14.896746,8.031827557311223,0.189257872393681
4043651584030279040,13.732941,83.69666545640754,0.1528789073154216
5933359884804777216,12.083078,15.37806614183132,0.2372259686640483
4160953188153642496,13.059849,0.8548649787768746,0.577174607615066
4077746232628589568,12.532346,29.611473080516813,0.1205736801119304
5308026081150238976,14.853814,3.435153355861214,0.18623565715883
5308083461913826176,14.874313,4.204416373468929,0.1056462955935583
5308216021795779328,13.374722,4.610603445261476,0.1486042229117653
5511121271942890496,11.231311,1.437759944049944,0.5532087386639697
5932569709575669504,8.036095,11.288610615285451,0.4664669468312262
174489098011145216,7.085648,6.463491956463242,1.0566163862524085
4531755199581506432,12.305265,78.68058499817494,0.1178699734820075
4045563527285331584,12.20609,27.93296364903281,0.1194643903285669
4045574453680455808,13.128582,12.239499025942086,0.1037460430114793
4175017625462647168,5.6400485,17.117679601051407,1.3126031176792647
2034137060207366272,13.340347,3.845868918883359,0.2055422820521651
2034155854985643520,12.713741,4.920117994614418,0.2030118512674883
5887482762148283008,9.106556,8.21842560033969,0.5091717771655467
5887671397119565184,14.678757,16.96256170367136,0.1741659850105671
4246647161574593408,13.0972805,7.44476660199812,0.1130480545031139
5844822466883453056,14.769133,1.0255971818215903,0.1220915370355661
2211309340220914560,14.47698,3.157040021953402,0.1173435660985347
5611465073923671424,11.279051,11.182278263265031,0.1299719976498825
5611563995612988928,12.699467,2.701281413593559,0.1439904574705718
5611944113094713600,12.173072,4.711989721226333,0.1390740338000713
4313067181547804160,12.598519,20.80524882774886,0.1247039063247564
444069661013733120,13.481934,4.3397415797787255,0.2820384798646345
4039938769393211136,12.245166,66.3196441484752,0.1218353842116186
444443941646255232,11.156012,8.179564369946606,0.3376305998718887
445121820622854656,12.681189,3.569404825261708,0.371061904801306
202939854734748032,11.157831,8.639592570170702,0.2037871545093086
488753263810889088,12.222969,12.25022921742464,0.3024004510383281
188724234539584256,9.882999,18.19371939856415,0.1932202716137795
189726984845700480,11.6477375,5.2598903044008605,0.1775056520942144
189739251272296192,12.059344,3.412719982594884,0.2156496941314128
3378049163365268608,9.70913,3.788020200762936,0.3356003941102264
5957698772945957248,13.432991,15.529023190931929,0.1199435895573322
2028781025505284096,12.802698,6.239456870312151,0.1802723387587461
3027495856819349248,11.118481,10.982515417004969,0.1557596248115355
3027837358256113792,13.283378,4.96044243894171,0.1813193392342126
3027913155837731584,13.474691,5.64724594351527,0.2711893449352843
3027940437469882880,9.302669,4.255355692616744,0.5626849651468645
4077106561752384384,12.325137,18.13813383459668,0.1575343386769126
4077190566946727808,12.674362,13.47005648881293,0.1885724285342579
4054525650875166464,12.439558,12.106248047621484,0.3487403526052247
4054575949223340288,11.514985,49.96774399064049,0.3437166556787083
4054740090000104064,12.6439905,10.928050287522424,0.2476585077469569
4054962874233545088,12.843586,5.943304617771675,0.2578812258205429
5943301424097469568,12.575246,9.036645223892354,0.1819433691603563
5606739884038472704,12.717139,3.96990773254997,0.1174205775352859
4167155567562018944,14.25741,11.498156513391232,0.1042228087489234
6482342638901422080,13.486575,1.461934091395742,0.1268574577486104
4321755561092593920,12.114463,6.048890237594987,0.2816035055239082
4316782057716383232,13.747376,1.4807438509910853,0.1183447353095396
4500728841169873408,12.44547,1.2094553074914007,0.2528602163938221
4178830899283686656,13.318966,15.098820555907414,0.1755176295040657
1750217486861133440,12.302067,2.0469337440707003,0.132895461085867
5332375453374624640,9.441485,11.638899480340395,0.291540355982154
5332397512328481920,11.178758,4.944982117597536,0.2520340071711954
4095782655730995968,10.352862,7.288755420757196,0.4646127069740426
5942521668514052608,11.652522,13.004905035821151,0.2657083668570672
4103767240452681728,13.139614,15.05332293956861,0.1710113585793884
5544213926244557184,10.640595,5.884906729518966,0.3274460779018481
5253795384552296448,8.865255,5.543921254935856,0.4415188061328064
4128740143126634368,14.041063,1.5179121122049053,0.1535956620026223
4252368406036530688,8.695228,6.439691710768488,0.3722575039930927
4295988952813227776,13.953749,4.277318773348718,0.1185992636672541
4203801018864386944,11.277488,32.660095032672935,0.1275309868873199
